1344	2	30	2	12,8
1345	4	139	1	13,1
1346	2	30	3	19,2
1347	6	79	2	19,4
1348	4	139	3	18,3
1349	5	34	3	17,3
1350	5	34	1	15,9
1351	5	34	3	17,7
1352	2	30	1	13,5
1353	1	10	3	12,9
1354	2	30	2	19,9
1355	4	139	3	17,4
1356	2	30	2	15,7
1357	3	125	3	13,5
1358	4	139	2	13,4
1359	6	79	1	12,3
1360	2	30	2	14,4
1361	4	139	2	19,2
1362	3	125	1	17,5
1363	1	10	1	14,1
1364	4	139	3	13,8
1365	1	10	3	18,5
1366	6	79	2	13,0
1367	4	139	2	16,2
1368	6	79	3	12,4
1369	1	10	3	18,1
1370	4	139	1	12,2
1371	6	79	2	17,6
1372	5	34	3	13,7
1373	6	79	2	18,3
1374	3	125	3	15,4
1375	3	125	2	17,7
1376	4	139	2	19,7
1377	6	79	1	14,8
1378	4	139	3	18,3
1379	6	79	3	12,2
1380	6	79	1	13,6
1381	4	139	3	19,0
1382	3	125	2	19,5
1383	2	30	3	14,1
1384	6	79	3	18,5
1385	4	139	3	13,9
1386	4	139	2	15,4
1387	2	30	2	16,0
1388	2	30	2	18,9
1389	3	125	1	14,5
1390	5	34	1	19,9
1391	5	34	3	13,6
1392	5	34	2	20,0
1393	4	139	1	11,7
1394	6	79	3	19,0
1395	1	10	3	17,7
1396	6	79	3	12,9
1397	6	79	1	15,8
1398	3	125	3	17,2
1399	3	125	2	14,9
1400	3	125	1	16,8
1401	2	30	2	19,0
1402	3	125	2	16,2
1403	4	139	3	11,7
1404	2	30	2	12,2
1405	5	34	1	18,2
1406	5	34	2	12,7
1407	5	34	3	14,5
1408	5	34	1	17,9
1409	6	79	1	20,0
1410	4	139	3	17,5
1411	3	125	2	12,4
1412	1	10	3	11,4
1413	6	79	1	16,9
1414	6	79	2	15,2
1415	2	30	1	15,8
1416	1	10	1	12,9
1417	3	125	1	16,4
1418	3	125	1	13,6
1419	3	125	1	11,9
1420	4	139	3	12,5
1421	3	125	2	11,7
1422	3	125	2	18,5
1423	5	34	2	15,6
1424	6	79	2	13,9
1425	6	79	2	16,1
1426	2	30	1	15,9
1427	2	30	2	18,5
1428	2	30	2	13,5
1429	2	30	1	14,9
1430	5	34	3	15,8
1431	5	34	1	16,0
1432	1	10	1	18,2
1433	5	34	1	11,5
1434	4	139	2	14,1
1435	2	30	2	17,7
1436	5	34	2	18,8
1437	4	139	2	17,7
1438	6	79	1	12,6
1439	2	30	1	12,2
1440	5	34	2	19,3
1441	1	10	3	14,5
1442	2	30	1	12,8
1443	4	139	1	16,4
1444	2	30	2	15,5
1445	2	30	2	15,1
1446	5	34	3	17,7
1447	3	125	2	12,6
1448	2	30	3	16,1
1449	1	10	3	17,7
1450	1	10	1	11,6
1451	5	34	1	17,0
1452	6	79	1	14,5
1453	2	30	3	16,1
1454	3	125	1	13,2
1455	2	30	2	14,5
1456	2	30	2	11,1
1457	6	79	3	16,6
1458	5	34	1	16,6
1459	4	139	2	11,1
1460	5	34	2	19,6
1461	4	139	3	15,1
1462	4	139	2	17,8
1463	4	139	2	13,1
1464	2	30	2	18,3
1465	4	139	3	12,6
1466	3	125	1	19,7
1467	3	125	3	13,3
1468	6	79	3	18,1
1469	2	30	1	14,8
1470	5	34	1	13,9
1471	3	125	3	16,1
1472	1	10	3	19,5
1473	5	34	3	16,1
1474	4	139	1	13,7
1475	5	34	2	13,9
1476	6	79	1	13,4
1477	2	30	3	19,2
1478	1	10	3	16,7
1479	4	139	2	16,2
1480	1	10	1	17,5
1481	2	30	3	15,3
1482	4	139	3	11,8
1483	1	10	3	13,1
1484	2	30	2	16,4
1485	2	30	3	13,2
1486	3	125	3	12,1
1487	3	125	1	17,3
1488	1	10	1	16,0
1489	6	79	2	15,2
1490	2	30	1	14,4
1491	2	30	2	18,3
1492	5	34	3	15,8
1493	5	34	2	12,0
1494	3	125	3	17,6
1495	2	30	2	19,9
1496	5	34	2	18,9
1497	4	139	1	17,7
1498	5	34	3	13,9
1499	1	10	2	16,4
1500	4	139	3	18,0
1501	6	79	1	16,5
1502	5	34	2	12,2
1503	6	79	3	19,9
1504	6	79	2	11,1
1505	1	10	2	11,2
1506	2	30	1	11,3
1507	2	30	3	15,1
1508	1	10	1	16,8
1509	2	30	2	19,4
1510	5	34	3	16,2
1511	2	30	2	19,3
1512	6	79	3	12,9
1513	4	139	2	18,8
1514	6	79	2	11,5
1515	1	10	3	13,9
1516	1	10	3	15,5
1517	2	30	1	19,9
1518	5	34	1	19,8
1519	6	79	1	19,4
1520	2	30	3	12,8
1521	1	10	2	19,4
1522	2	30	2	17,3
1523	6	79	2	17,4
1524	6	79	2	13,4
1525	6	79	2	19,3
1526	3	125	2	11,7
1527	2	30	2	13,9
1528	6	79	1	11,9
1529	2	30	1	13,4
1530	3	125	1	12,5
1531	5	34	2	17,3
1532	6	79	3	16,5
1533	5	34	3	14,4
1534	2	30	3	16,4
1535	3	125	2	15,2
1536	4	139	3	11,6
1537	5	34	3	11,4
1538	1	10	1	16,4
1539	1	10	3	17,1
1540	2	30	2	17,9
1541	5	34	1	17,4
1542	1	10	2	15,0
1543	5	34	3	12,8
1544	4	139	3	13,6
1545	6	79	2	17,4
1546	6	79	1	13,6
1547	6	79	3	19,7
1548	5	34	3	11,3
1549	5	34	2	20,0
1550	3	125	2	12,0
1551	5	34	2	15,9
1552	4	139	2	15,3
1553	4	139	2	19,8
1554	1	10	3	19,8
1555	3	125	2	13,0
1556	6	79	1	13,3
1557	3	125	1	12,3
1558	5	34	1	13,5
1559	3	125	2	12,6
1560	2	30	2	12,8
1561	6	79	1	16,6
1562	6	79	3	18,9
1563	2	30	2	16,6
1564	5	34	1	15,8
1565	1	10	2	12,4
1566	2	30	3	11,9
1567	2	30	1	16,1
1568	4	139	3	14,5
1569	4	139	2	19,6
1570	4	139	3	16,9
1571	4	139	2	13,4
1572	3	125	3	14,5
1573	1	10	1	16,0
1574	3	125	1	17,2
1575	6	79	1	11,8
1576	6	79	3	15,8
1577	1	10	1	12,5
1578	1	10	3	15,6
1579	3	125	1	13,0
1580	6	79	1	18,7
1581	2	30	3	19,2
1582	3	125	2	17,1
1583	1	10	2	13,9
1584	3	125	3	12,9
1585	4	139	1	11,3
1586	3	125	1	15,2
1587	4	139	3	16,2
1588	6	79	1	17,2
1589	3	125	1	13,4
1590	5	34	2	12,5
1591	6	79	2	14,0
1592	1	10	1	14,6
1593	6	79	1	14,5
1594	1	10	3	13,6
1595	4	139	3	11,5
1596	1	10	3	15,0
1597	2	30	2	17,3
1598	2	30	1	16,0
1599	3	125	1	13,0
1600	2	30	2	11,2
1601	6	79	3	17,8
1602	4	139	1	18,8
1603	5	34	2	11,1
1604	3	125	1	12,7
1605	6	79	1	16,1
1606	6	79	1	13,8
1607	2	30	3	16,5
1608	1	10	1	14,3
1609	1	10	2	11,6
1610	5	34	2	14,7
1611	3	125	1	13,3
1612	2	30	3	13,2
1613	4	139	3	17,2
1614	4	139	2	17,2
1615	4	139	2	13,8
1616	4	139	2	17,6
1617	5	34	3	18,1
1618	2	30	1	20,0
1619	3	125	1	17,8
1620	2	30	1	15,0
1621	5	34	1	18,8
1622	3	125	3	17,9
1623	5	34	2	15,1
1624	5	34	2	14,9
1625	6	79	2	18,3
1626	6	79	2	16,4
1627	2	30	2	15,3
1628	2	30	3	18,0
1629	4	139	3	18,9
1630	4	139	1	16,7
1631	2	30	3	15,6
1632	5	34	3	13,7
1633	6	79	3	12,5
1634	3	125	2	13,5
1635	2	30	2	19,0
1636	4	139	1	16,3
1637	6	79	1	12,3
1638	1	10	2	19,6
1639	5	34	2	19,2
1640	1	10	1	16,2
1641	5	34	3	12,3
1642	1	10	2	12,5
1643	4	139	1	18,5
1644	4	139	1	18,1
1645	3	125	1	15,2
1646	6	79	1	19,2
1647	4	139	2	16,1
1648	3	125	3	13,6
1649	2	30	2	11,7
1650	3	125	2	11,1
1651	3	125	1	15,4
1652	3	125	2	14,7
1653	1	10	1	13,7
1654	5	34	3	13,7
1655	4	139	3	17,7
1656	1	10	3	11,1
1657	4	139	3	17,8
1658	3	125	3	19,8
1659	1	10	1	12,4
1660	2	30	2	14,9
1661	2	30	1	14,6
1662	1	10	1	12,5
1663	5	34	1	13,1
1664	6	79	3	19,7
1665	1	10	1	17,4
1666	5	34	2	14,2
1667	6	79	3	12,9
1668	2	30	3	19,1
1669	6	79	1	17,0
1670	3	125	2	17,0
1671	2	30	1	15,6
1672	4	139	1	17,8
1673	3	125	1	17,5
1674	5	34	3	13,1
1675	6	79	3	18,9
1676	3	125	1	11,9
1677	4	139	1	19,1
1678	3	125	1	17,3
1679	4	139	2	12,1
1680	1	10	2	17,8
1681	4	139	1	13,1
1682	4	139	1	16,8
1683	3	125	3	16,2
1684	5	34	3	16,0
1685	2	30	3	14,0
1686	2	30	1	15,1
1687	3	125	3	18,3
1688	3	125	3	13,9
1689	2	30	1	17,4
1690	3	125	1	12,9
1691	6	79	1	14,0
1692	5	34	2	15,9
1693	1	10	2	15,8
1694	4	139	2	16,7
1695	2	30	1	18,9
1696	4	139	2	17,0
1697	6	79	1	15,1
1698	2	30	3	12,9
1699	1	10	1	18,4
1700	5	34	3	17,8
1701	3	125	2	19,6
1702	2	30	3	13,1
1703	6	79	3	16,8
1704	5	34	2	13,7
1705	5	34	2	15,9
1706	2	30	2	18,8
1707	1	10	3	14,7
1708	6	79	2	18,8
1709	2	30	1	19,0
1710	5	34	2	15,4
1711	3	125	2	19,3
1712	4	139	1	18,9
1713	5	34	1	19,7
1714	5	34	2	13,9
1715	6	79	3	11,3
1716	5	34	3	13,2
1717	3	125	1	13,7
1718	3	125	3	19,6
1719	4	139	3	19,4
1720	6	79	3	14,4
1721	1	10	2	11,7
1722	5	34	1	15,7
1723	2	30	1	11,1
1724	5	34	1	15,3
1725	5	34	2	12,3
1726	5	34	3	11,6
1727	1	10	2	16,0
1728	4	139	1	16,5
1729	4	139	3	16,2
1730	2	30	1	15,9
1731	4	139	1	12,7
1732	6	79	1	17,7
1733	3	125	2	11,4
1734	1	10	1	12,7
1735	4	139	1	14,8
1736	4	139	3	14,6
1737	6	79	1	11,9
1738	3	125	3	16,7
1739	4	139	2	16,6
1740	5	34	2	18,9
1741	6	79	2	16,5
1742	4	139	1	14,6
1743	5	34	3	19,4
1744	2	30	1	16,6
1745	5	34	2	15,4
1746	5	34	1	14,1
1747	4	139	3	13,6
1748	6	79	2	19,7
1749	1	10	2	14,2
1750	1	10	3	15,6
1751	3	125	3	11,7
1752	1	10	1	16,2
1753	4	139	1	11,6
1754	3	125	3	11,2
1755	3	125	2	12,2
1756	4	139	2	13,1
1757	2	30	2	18,3
1758	1	10	1	16,1
1759	3	125	1	18,7
1760	5	34	3	18,9
1761	2	30	2	14,4
1762	4	139	3	15,9
1763	4	139	3	17,6
1764	6	79	1	18,8
1765	3	125	2	17,9
1766	6	79	3	14,3
1767	4	139	3	19,7
1768	6	79	3	12,4
1769	5	34	2	19,6
1770	5	34	3	18,3
1771	6	79	1	11,9
1772	5	34	3	18,3
1773	1	10	2	15,9
1774	5	34	3	14,2
1775	3	125	1	14,9
1776	4	139	1	13,6
1777	4	139	3	14,6
1778	1	10	2	18,1
1779	5	34	3	15,3
1780	3	125	3	12,1
1781	6	79	3	16,7
1782	6	79	1	15,3
1783	1	10	2	16,4
1784	3	125	2	14,4
1785	4	139	1	16,7
1786	5	34	1	16,6
1787	1	10	3	15,2
1788	5	34	2	14,3
1789	5	34	2	14,1
1790	2	30	3	16,1
1791	1	10	3	19,5
1792	2	30	1	11,9
1793	2	30	1	11,8
1794	4	139	1	17,1
1795	5	34	3	18,4
1796	6	79	2	15,5
1797	1	10	1	17,4
1798	4	139	1	18,5
1799	5	34	1	14,0
1800	1	10	2	14,9
1801	6	79	1	15,6
1802	5	34	1	16,9
1803	6	79	2	13,0
1804	6	79	2	20,0
1805	1	10	1	18,7
1806	3	125	2	15,2
1807	2	30	2	18,5
1808	5	34	1	18,1
1809	5	34	2	13,5
1810	2	30	3	16,7
1811	3	125	3	16,9
1812	2	30	3	18,3
1813	3	125	3	12,6
1814	6	79	1	16,9
1815	1	10	3	13,1
1816	2	30	2	15,7
1817	3	125	1	14,4
1818	3	125	3	18,0
1819	5	34	3	14,2
1820	2	30	2	17,0
1821	2	30	2	17,4
1822	5	34	3	18,5
1823	6	79	1	15,8
1824	2	30	3	18,0
1825	2	30	1	17,3
1826	4	139	3	19,2
1827	6	79	1	18,4
1828	2	30	2	18,5
1829	2	30	1	12,7
1830	2	30	2	19,2
1831	6	79	3	14,3
1832	2	30	3	17,3
1833	4	139	3	17,2
1834	1	10	1	12,5
1835	2	30	1	14,3
1836	5	34	1	12,8
1837	6	79	2	18,5
1838	6	79	3	14,2
1839	2	30	1	13,0
1840	2	30	2	15,1
1841	6	79	3	14,2
1842	3	125	1	14,9
1843	5	34	2	19,2
1844	5	34	1	17,9
1845	5	34	1	13,2
1846	3	125	2	14,2
1847	5	34	2	13,1
1848	4	139	2	12,4
1849	6	79	2	18,4
1850	2	30	2	11,9
1851	2	30	3	13,0
1852	4	139	3	11,7
1853	3	125	3	12,3
1854	1	10	1	18,7
1855	1	10	1	11,5
1856	3	125	1	13,6
1857	2	30	3	18,5
1858	1	10	3	14,5
1859	2	30	2	13,4
1860	2	30	2	16,0
1861	3	125	3	14,5
1862	1	10	2	12,9
1863	6	79	2	17,5
1864	4	139	3	18,1
1865	1	10	2	14,3
1866	5	34	3	11,6
1867	6	79	1	11,7
1868	6	79	3	18,3
1869	5	34	1	14,3
1870	1	10	1	14,4
1871	2	30	3	16,8
1872	6	79	3	11,1
1873	3	125	2	18,9
1874	2	30	3	19,8
1875	4	139	2	17,2
1876	3	125	2	14,3
1877	1	10	2	17,2
1878	2	30	3	14,0
1879	4	139	3	13,5
1880	1	10	1	18,2
1881	5	34	1	18,8
1882	4	139	2	12,7
1883	2	30	3	19,4
1884	1	10	1	17,0
1885	5	34	2	11,4
1886	1	10	2	18,5
1887	6	79	1	12,1
1888	3	125	1	11,9
1889	2	30	3	12,9
1890	6	79	1	18,8
1891	2	30	1	16,0
1892	3	125	2	19,0
1893	6	79	2	14,8
1894	2	30	2	18,5
1895	6	79	2	11,2
1896	4	139	1	14,6
1897	1	10	1	14,2
1898	6	79	3	17,2
1899	4	139	3	12,5
1900	5	34	2	16,3
1901	1	10	3	14,2
1902	5	34	2	17,4
1903	4	139	2	18,7
1904	4	139	3	14,9
1905	6	79	1	16,7
1906	4	139	3	15,4
1907	2	30	2	14,6
1908	5	34	3	17,7
1909	1	10	2	12,8
1910	3	125	2	18,0
1911	3	125	2	14,4
1912	5	34	3	13,4
1913	5	34	1	17,3
1914	1	10	1	19,9
1915	5	34	1	16,7
1916	6	79	3	18,1
1917	1	10	2	18,2
1918	5	34	2	16,1
1919	6	79	3	13,3
1920	2	30	2	19,8
1921	4	139	3	16,9
1922	3	125	1	16,3
1923	6	79	1	13,0
1924	4	139	1	15,7
1925	3	125	2	17,6
1926	6	79	3	16,5
1927	6	79	1	17,5
1928	6	79	1	16,3
1929	4	139	1	18,2
1930	4	139	1	16,9
1931	5	34	1	17,8
1932	4	139	1	16,5
1933	2	30	2	16,8
1934	2	30	3	19,9
1935	4	139	1	19,7
1936	3	125	2	12,6
1937	3	125	3	12,1
1938	4	139	1	16,0
1939	1	10	3	13,5
1940	5	34	3	13,7
1941	5	34	1	13,7
1942	5	34	1	14,4
1943	5	34	1	12,1
1944	4	139	1	12,4
1945	5	34	3	12,6
1946	5	34	1	19,5
1947	2	30	3	19,4
1948	6	79	2	14,3
1949	2	30	3	15,0
1950	6	79	2	13,4
1951	5	34	1	12,2
1952	4	139	1	13,8
1953	4	139	1	12,4
1954	1	10	1	18,1
1955	1	10	3	19,7
1956	1	10	2	16,2
1957	1	10	2	19,4
1958	3	125	2	11,1
1959	2	30	3	11,7
1960	5	34	3	11,2
1961	1	10	3	18,9
1962	4	139	2	15,6
1963	3	125	2	12,5
1964	4	139	3	11,2
1965	1	10	2	18,6
1966	4	139	2	14,9
1967	1	10	3	11,2
1968	3	125	2	13,6
1969	6	79	2	14,0
1970	5	34	2	18,1
1971	2	30	1	16,9
1972	1	10	2	11,6
1973	6	79	1	16,1
1974	1	10	3	15,5
1975	2	30	3	13,2
1976	6	79	3	18,6
1977	4	139	3	11,2
1978	2	30	1	18,5
1979	3	125	2	13,3
1980	1	10	3	14,7
1981	5	34	1	15,4
1982	2	30	1	14,5
1983	6	79	2	11,8
1984	5	34	2	15,4
1985	5	34	3	19,6
1986	4	139	1	11,6
1987	4	139	2	14,3
1988	1	10	2	17,8
1989	5	34	1	14,8
1990	4	139	1	13,1
1991	2	30	3	18,0
1992	6	79	3	16,7
1993	5	34	2	18,6
1994	1	10	2	16,0
1995	5	34	1	12,4
1996	1	10	1	16,4
1997	1	10	1	14,2
1998	5	34	3	11,0
1999	4	139	1	19,0
2000	3	125	2	15,3
2001	3	125	2	14,4
2002	5	34	3	18,6
2003	2	30	1	17,7
2004	1	10	1	19,1
2005	2	30	2	13,2
2006	1	10	3	17,2
2007	4	139	2	15,5
2008	6	79	3	17,0
2009	1	10	3	16,0
2010	6	79	3	14,5
2011	1	10	3	14,9
2012	4	139	3	18,9
2013	1	10	2	18,2
2014	3	125	3	13,7
2015	4	139	3	18,3
2016	4	139	2	16,6
2017	2	30	3	16,6
2018	2	30	3	15,9
2019	2	30	2	18,4
2020	1	10	2	12,8
2021	4	139	3	14,2
2022	3	125	1	17,0
2023	3	125	3	18,6
2024	1	10	1	11,9
2025	6	79	3	13,5
2026	1	10	1	17,1
2027	2	30	3	13,3
2028	2	30	1	17,5
2029	4	139	1	16,5
2030	1	10	2	13,6
2031	6	79	1	14,9
2032	3	125	3	14,7
2033	3	125	1	19,1
2034	1	10	3	19,0
2035	5	34	3	17,5
2036	5	34	1	19,5
2037	3	125	3	14,9
2038	4	139	1	12,7
2039	2	30	2	18,0
2040	6	79	3	18,3
2041	6	79	2	18,9
2042	1	10	2	13,1
2043	2	30	2	19,4
2044	3	125	1	16,7
2045	6	79	3	14,7
2046	1	10	1	19,3
2047	4	139	2	18,1
2048	5	34	3	18,2
2049	3	125	1	13,7
2050	2	30	2	14,7
2051	1	10	3	12,1
2052	4	139	2	17,8
2053	1	10	2	18,4
2054	3	125	3	16,2
2055	5	34	1	11,6
2056	1	10	3	14,5
2057	2	30	3	19,7
2058	2	30	3	16,6
2059	6	79	1	17,2
2060	3	125	2	16,6
2061	2	30	1	18,0
2062	2	30	1	13,5
2063	1	10	2	18,2
2064	1	10	2	12,7
2065	4	139	2	12,0
2066	1	10	2	16,4
2067	1	10	1	14,2
2068	2	30	3	12,4
2069	3	125	3	11,8
2070	1	10	2	16,3
2071	6	79	3	15,7
2072	1	10	1	13,8
2073	5	34	2	13,2
2074	4	139	1	19,6
2075	3	125	1	15,9
2076	5	34	3	11,6
2077	4	139	3	13,3
2078	3	125	1	12,5
2079	2	30	1	16,1
2080	5	34	2	13,1
2081	1	10	1	16,5
2082	5	34	3	17,0
2083	5	34	1	13,1
2084	4	139	1	16,3
2085	1	10	3	11,1
2086	1	10	2	13,2
2087	4	139	1	19,0
2088	1	10	2	12,7
2089	4	139	3	13,0
2090	2	30	1	11,3
2091	2	30	1	17,1
2092	1	10	1	11,3
2093	4	139	3	13,6
2094	3	125	2	17,2
2095	2	30	1	15,2
2096	4	139	2	16,4
2097	3	125	1	14,4
2098	2	30	2	19,7
2099	4	139	2	14,9
2100	3	125	2	11,7
2101	5	34	1	12,5
2102	1	10	1	14,2
2103	2	30	3	11,3
2104	6	79	2	14,9
2105	3	125	3	13,8
2106	6	79	2	17,8
2107	1	10	2	16,5
2108	6	79	3	16,6
2109	2	30	1	17,0
2110	4	139	3	19,7
2111	4	139	3	20,0
2112	1	10	2	16,6
2113	5	34	2	16,3
2114	2	30	3	11,5
2115	2	30	1	15,5
2116	2	30	2	13,2
2117	2	30	1	11,1
2118	4	139	1	17,0
2119	3	125	2	14,1
2120	5	34	1	19,0
2121	6	79	1	11,4
2122	1	10	3	13,7
2123	6	79	1	16,1
2124	6	79	1	15,6
2125	5	34	2	19,1
2126	6	79	1	15,6
2127	6	79	3	11,1
2128	6	79	1	12,1
2129	3	125	2	12,0
2130	4	139	2	12,6
2131	2	30	2	11,3
2132	1	10	1	19,7
2133	5	34	3	13,9
2134	2	30	3	17,2
2135	4	139	2	11,6
2136	6	79	3	18,0
2137	3	125	1	14,7
2138	1	10	1	14,0
2139	5	34	2	12,7
2140	4	139	3	15,7
2141	4	139	2	16,1
2142	3	125	2	12,7
2143	1	10	2	18,9
2144	6	79	1	18,1
2145	2	30	1	18,1
2146	6	79	2	15,1
2147	6	79	1	16,4
2148	1	10	3	13,2
2149	4	139	3	16,7
2150	1	10	2	16,9
2151	3	125	3	13,9
2152	5	34	2	19,3
2153	4	139	2	11,2
2154	5	34	3	14,9
2155	6	79	2	17,3
2156	5	34	2	14,7
2157	1	10	1	17,8
2158	2	30	2	11,9
2159	1	10	3	13,5
2160	3	125	2	12,8
2161	5	34	2	19,0
2162	6	79	3	17,3
2163	3	125	2	18,9
2164	2	30	2	12,5
2165	2	30	2	19,5
2166	4	139	2	16,5
2167	5	34	3	18,7
2168	6	79	2	19,4
2169	6	79	1	13,7
2170	3	125	1	16,3
2171	2	30	1	15,7
2172	1	10	3	13,1
2173	1	10	3	12,6
2174	6	79	3	18,8
2175	1	10	1	13,6
2176	6	79	1	18,5
2177	6	79	2	17,4
2178	4	139	1	18,2
2179	6	79	3	17,7
2180	4	139	3	19,8
2181	6	79	3	19,1
2182	5	34	2	11,6
2183	6	79	3	18,9
2184	4	139	2	17,2
2185	1	10	2	19,4
2186	2	30	3	13,1
2187	3	125	1	16,5
2188	5	34	1	19,8
2189	2	30	2	19,5
2190	6	79	1	11,2
2191	4	139	3	12,8
2192	1	10	1	15,9
2193	1	10	1	19,4
2194	4	139	3	12,2
2195	2	30	1	18,5
2196	2	30	3	17,6
2197	6	79	3	11,6
2198	4	139	3	13,2
2199	4	139	2	19,0
2200	6	79	3	13,8
2201	3	125	3	18,2
2202	5	34	1	14,1
2203	6	79	1	14,5
2204	1	10	3	15,3
2205	2	30	3	13,0
2206	3	125	3	17,9
2207	4	139	3	14,2
2208	3	125	2	14,4
2209	1	10	3	18,6
2210	2	30	3	17,7
2211	1	10	2	16,5
2212	2	30	1	17,1
2213	2	30	1	14,3
2214	1	10	3	14,4
2215	4	139	1	12,9
2216	3	125	2	19,6
2217	1	10	3	13,3
2218	5	34	3	16,1
2219	6	79	1	14,1
2220	6	79	1	16,8
2221	4	139	2	17,6
2222	3	125	3	12,3
2223	1	10	2	18,3
2224	1	10	2	11,5
2225	5	34	3	12,1
2226	5	34	3	16,4
2227	1	10	1	18,2
2228	5	34	3	18,6
2229	6	79	3	15,7
2230	3	125	2	13,7
2231	1	10	1	14,3
2232	2	30	3	15,1
2233	3	125	1	18,4
2234	5	34	2	11,4
2235	5	34	1	12,5
2236	3	125	3	14,7
2237	3	125	2	18,4
2238	4	139	1	14,6
2239	1	10	2	17,5
2240	5	34	1	19,1
2241	6	79	3	18,9
2242	1	10	1	13,3
2243	3	125	3	18,8
2244	5	34	1	18,3
2245	4	139	2	17,9
2246	3	125	3	15,9
2247	2	30	1	11,4
2248	3	125	1	11,0
2249	3	125	3	13,4
2250	5	34	1	19,7
2251	2	30	2	19,6
2252	4	139	1	16,7
2253	5	34	1	15,0
2254	1	10	3	14,0
2255	1	10	3	18,8
2256	5	34	1	13,0
2257	4	139	2	16,1
2258	5	34	1	14,2
2259	6	79	1	18,0
2260	1	10	1	12,3
2261	3	125	2	14,9
2262	1	10	3	11,6
2263	1	10	3	11,7
2264	5	34	1	18,9
2265	4	139	3	13,6
2266	4	139	1	16,8
2267	3	125	2	15,6
2268	4	139	3	19,7
2269	6	79	2	13,1
2270	1	10	1	14,1
2271	6	79	1	15,3
2272	5	34	3	15,8
2273	1	10	2	18,3
2274	2	30	2	16,9
2275	6	79	2	11,8
2276	4	139	1	15,9
2277	1	10	2	11,6
2278	3	125	3	16,1
2279	4	139	2	19,4
2280	5	34	2	19,8
2281	4	139	2	19,3
2282	6	79	3	13,7
2283	1	10	3	13,8
2284	6	79	3	12,5
2285	4	139	1	16,8
2286	1	10	2	17,7
2287	5	34	2	15,1
2288	5	34	1	17,1
2289	3	125	3	15,7
2290	3	125	2	17,3
2291	4	139	3	19,5
2292	1	10	3	14,0
2293	5	34	3	11,9
2294	3	125	2	16,9
2295	6	79	2	16,7
2296	4	139	3	19,6
2297	1	10	1	14,6
2298	3	125	1	16,4
2299	5	34	2	18,0
2300	5	34	2	15,7
2301	4	139	1	13,6
2302	5	34	3	16,5
2303	6	79	1	16,5
2304	3	125	3	13,7
2305	1	10	3	18,8
2306	5	34	3	11,3
2307	4	139	3	11,2
2308	4	139	1	15,9
2309	3	125	1	15,6
